sample_index,t_sec,IA(A),IB(A),IC(A),IN(A),IG(A),VA(V),VB(V),VC(V),VS(V),VBAT(V),LSENS1(%),LSENS2(%),LSENS3(%),LSENS4(%),FREQ,TRIG,digital_hex,TRIP,REMTRIP,50P1P,ORED50T,51AT,label_fault,trigger_used
1334,0.83375,,-56.0,-10.5,-102.0,-38.5,36,174,-211,0,232,0.02,0.0,0.04,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1335,0.834375,,-63.0,-3.5,-102.0,-38.5,-8,199,-191,0,232,0.02,0.0,0.05,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1336,0.835,,-66.5,-3.5,-102.0,-42.0,-50,215,-165,0,232,0.02,0.0,0.05,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1337,0.835625,,-63.0,0.0,-94.5,-35.0,-93,224,-131,0,232,0.02,0.0,0.04,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1338,0.83625,,-63.0,0.0,-98.0,-38.5,-133,226,-93,0,232,0.02,0.0,0.04,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1339,0.836875,,-56.0,-7.0,-105.0,-35.0,-164,216,-51,0,232,0.03,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1340,0.8375,,-52.5,-10.5,-105.0,-35.0,-192,198,-6,0,232,0.02,0.0,0.04,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1341,0.838125,,-52.5,-10.5,-105.0,-35.0,-211,174,37,0,232,0.02,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1342,0.83875,,-52.5,-7.0,-98.0,-28.0,-222,143,79,0,232,0.02,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1343,0.839375,,-56.0,0.0,-98.0,-28.0,-226,106,120,0,232,0.02,0.0,0.03,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1344,0.84,,-59.5,-7.0,-98.0,-45.5,-221,66,154,0,232,0.02,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1345,0.840625,,-59.5,-3.5,-102.0,-38.5,-205,21,183,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1346,0.84125,,-56.0,3.5,-98.0,-31.5,-183,-23,206,0,232,0.02,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1347,0.841875,,-56.0,0.0,-98.0,-31.5,-154,-65,219,0,232,0.02,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1348,0.8425,,-63.0,0.0,-98.0,-38.5,-118,-107,226,0,232,0.02,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1349,0.843125,,-63.0,-7.0,-94.5,-42.0,-79,-144,224,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1350,0.84375,,-56.0,-10.5,-98.0,-38.5,-36,-174,211,0,232,0.02,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1351,0.844375,,-52.5,-7.0,-91.0,-35.0,9,-199,191,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1352,0.845,,-52.5,-10.5,-94.5,-31.5,51,-215,164,0,232,0.02,0.0,0.01,0.01,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1353,0.845625,,-56.0,-10.5,-91.0,-35.0,93,-224,131,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1354,0.84625,,-63.0,-10.5,-87.5,-45.5,133,-226,92,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1355,0.846875,,-59.5,-3.5,-98.0,-35.0,165,-216,50,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1356,0.8475,,-56.0,0.0,-94.5,-38.5,192,-198,5,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1357,0.848125,,-56.0,-3.5,-98.0,-38.5,211,-174,-37,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1358,0.84875,,-52.5,-3.5,-94.5,-35.0,222,-143,-80,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1359,0.849375,,-63.0,-3.5,-91.0,-45.5,226,-105,-121,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1360,0.85,,-63.0,0.0,-87.5,-38.5,220,-64,-155,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1361,0.850625,,-59.5,0.0,-84.0,-35.0,205,-20,-184,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1362,0.85125,,-59.5,-3.5,-87.5,-35.0,182,23,-206,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1363,0.851875,,-59.5,-10.5,-91.0,-42.0,153,65,-219,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1364,0.8525,,-52.5,-7.0,-91.0,-35.0,118,108,-226,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1365,0.853125,,-59.5,0.0,-91.0,-35.0,78,145,-224,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1366,0.85375,,-56.0,0.0,-94.5,-35.0,35,175,-211,0,232,0.02,0.0,0.0,0.03,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1367,0.854375,,-52.5,0.0,-94.5,-21.0,-10,199,-190,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1368,0.855,,-56.0,-7.0,-94.5,-28.0,-52,215,-164,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1369,0.855625,,-59.5,-7.0,-94.5,-38.5,-94,224,-130,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1370,0.85625,,-56.0,-10.5,-94.5,-42.0,-134,225,-91,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1371,0.856875,,-63.0,-7.0,-91.0,-45.5,-165,216,-50,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1372,0.8575,,-59.5,-3.5,-87.5,-38.5,-192,197,-5,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1373,0.858125,,-52.5,-3.5,-87.5,-31.5,-212,173,38,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1374,0.85875,,-52.5,0.0,-91.0,-24.5,-222,142,80,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1375,0.859375,,-49.0,-7.0,-91.0,-38.5,-226,105,121,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1376,0.86,,-49.0,-7.0,-91.0,-38.5,-220,65,155,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
